MGI	MGI:108024	Rgn		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR008367	F	regucalcin	SMP30	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
MGI	MGI:87934	Adra2a		GO:0030234	PMID:17992256	IMP		F	adrenergic receptor, alpha 2a	Adra-2|Adra-2a|alpha2A|alpha2A-adrenergic receptor|alpha(2A)AR|alpha2A-AR	protein_coding_gene	NCBITaxon:10090	20220920	MGI	GO:0046676|CL:0000169	
MGI	MGI:1913652	Sln		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR008028	F	sarcolipin	2310045A07Rik	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
UniProtKB	Q53044	glnB		GO:0030234	PMID:17419734	IDA		F	Nitrogen regulatory protein P-II	Rru_A2085	protein	NCBITaxon:269796	20111201	CACAO		
UniProtKB	Q608G6	MCA1525		GO:0030234	PMID:15383840	ISS	UniProtKB:P29901	F	AAA domain-containing protein		protein	NCBITaxon:243233	20020612	JCVI		
UniProtKB	Q60AR2	moxR		GO:0030234	PMID:15383840	ISS	UniProtKB:P29901	F	AAA domain-containing protein	MCA0783	protein	NCBITaxon:243233	20020612	JCVI		
UniProtKB	Q9H2M9	RAB3GAP2		GO:0030234	GO_REF:0000024	ISS	UniProtKB:Q5U1Z0	F	Rab3 GTPase-activating protein non-catalytic subunit	KIAA0839	protein	NCBITaxon:9606	20050519	UniProt		
UniProtKB	Q9UI12	ATP6V1H		GO:0030234	PMID:9442887	NAS		F	V-type proton ATPase subunit H	CGI-11	protein	NCBITaxon:9606	20050224	UniProt		
UniProtKB	Q96GE6	CALML4		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Calmodulin-like protein 4		protein	NCBITaxon:9606	20210716	GO_Central		
UniProtKB	P05408	SCG5		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000296977|FB:FBgn0041707|MGI:MGI:98289|WB:WBGene00011392	F	Neuroendocrine protein 7B2	SGNE1	protein	NCBITaxon:9606	20210715	GO_Central		
UniProtKB	Q06AA3	RGN		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR008367	F	Regucalcin	SMP30	protein	NCBITaxon:9823	20221109	InterPro		
UniProtKB	F1RXA7	PSMD3		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR013586	F	PCI domain-containing protein		protein	NCBITaxon:9823	20221109	InterPro		
UniProtKB	F1RWY0	RGN		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR008367	F	Regucalcin		protein	NCBITaxon:9823	20221109	InterPro		
UniProtKB	Q02221	COX6A2		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000161400|FB:FBgn0034877|SGD:S000003159	F	Cytochrome c oxidase subunit 6A2, mitochondrial	COX6A|COX6AH	protein	NCBITaxon:9606	20170228	GO_Central		
UniProtKB	Q1W0X9	SLN		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR008028	F	Sarcolipin		protein	NCBITaxon:9823	20221109	InterPro		
UniProtKB	A0A5G2QUJ6	BRCC3		GO:0030234	GO_REF:0000107	IEA	UniProtKB:P46736|ensembl:ENSP00000328641	F	Lys-63-specific deubiquitinase		protein	NCBITaxon:9823	20221109	Ensembl		
UniProtKB	A0A480JRT9	PSMD2		GO:0030234	GO_REF:0000104	IEA	UniRule:UR000759782	F	26S proteasome non-ATPase regulatory subunit 2		protein	NCBITaxon:9823	20221109	UniProt		
UniProtKB	A0A5G2R4H0	MTMR9		GO:0030234	GO_REF:0000107	IEA	UniProtKB:Q9Z2D0|ensembl:ENSMUSP00000059894	F	Myotubularin phosphatase domain-containing protein		protein	NCBITaxon:9823	20221109	Ensembl		
UniProtKB	F1SMW9	PSMD1		GO:0030234	GO_REF:0000104	IEA	UniRule:UR000777776	F	26S proteasome non-ATPase regulatory subunit 1		protein	NCBITaxon:9823	20221109	UniProt		
UniProtKB	Q60BJ8	MCA0468		GO:0030234	PMID:15383840	ISS	NCBI_gi:18892502	F	AAA domain-containing protein		protein	NCBITaxon:243233	20020612	JCVI		
UniProtKB	P0AA04	ptsH		GO:0030234	PMID:28634232	IDA		F			gene	NCBITaxon:83333	20191103	EcoCyc		PR:P0AA04
FB	FBgn0002022	Catsup		GO:0030234	FB:FBrf0111492|PMID:10471719	IMP		F	Catecholamines up	Bc|CG10449|ZipCatsup|catecholamines up|dCATSUP|dZIP7|dZipCATSUP|fs(2)ltoQT50|l(2)37Bc|l(2)E13|l(2)k05402|l(2)k05424	protein	NCBITaxon:7227	20090219	FlyBase		
FB	FBgn0039373	CG5024		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F		BcDNA:AT16150|MLC1|gene1	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0004910	Eip63F-1		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Ecdysone-induced protein 63F 1	63F-1|CBP12|CG15855|Ca[2+] binding protein|E63-1|E63F|Eip63-1|Eip63F1|Eip63Fa	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0027378	MRG15		GO:0030234	FB:FBrf0237270|PMID:29158494	IDA		F	MORF-related gene 15	CG6363|DmMRG15|Dmrg15|MRG-15|l(3)j6A3	protein	NCBITaxon:7227	20180328	FlyBase		
FB	FBgn0027505	Rab3-GAP		GO:0030234	FB:FBrf0253063|GO_REF:0000024	ISS	UniProtKB:Q5U1Z0	F	Rab3 GTPase activating protein	BcDNA:LD23336|CG7061|Rab3GAP2	protein	NCBITaxon:7227	20050519	UniProt		
FB	FBgn0000253	Cam		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Calmodulin	3909|CG8472|Cal|Cal49A|CalA|Cam1|D-CaM|DmCaM|DmCalm|anon-EST:Posey59|calmodulin|dCaM|l(2)03909|l(2)3909|lincRNA.S2634	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0010424	TpnC73F		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Troponin C at 73F	CG7930|DmTnC3|DmTpnC73F|DmTpnCIa|TNC|TNC73F|Tnc2|TpnC Ia|TpnCIa|TroponinC73F|troponin C|troponin C73F	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0010423	TpnC47D		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Troponin C at 47D	BcDNA:RE34610|CG9073|DmTnC2|DmTpnC47D|DmTpnCIb|TNC|TNC47D|Tnc3|TpnC Ib|TpnCIb|troponin C	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0034877	levy		GO:0030234	FB:FBrf0202034|PMID:17435251	IMP		F	levy	BcDNA:RH03295|CG17280|COX6A|COXD|COXE|Cytochrome c oxidase Polypeptide VIA|Cytochrome c oxidase VIa|Cytochrome c oxidase subunit 6A|VIa	protein	NCBITaxon:7227	20080313	FlyBase		
FB	FBgn0034877	levy		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000161400|FB:FBgn0034877|SGD:S000003159	F	levy	BcDNA:RH03295|CG17280|COX6A|COXD|COXE|Cytochrome c oxidase Polypeptide VIA|Cytochrome c oxidase VIa|Cytochrome c oxidase subunit 6A|VIa	protein	NCBITaxon:7227	20170228	GO_Central		
FB	FBgn0259933	Dpm2		GO:0030234	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR009914	F	Dolichyl-phosphate mannosyltransferase subunit 2	CG42456|CPuORF of FBgn0035436|Dromel_CG12016_FBtr0073063_uORF	protein	NCBITaxon:7227	20221026	InterPro		
FB	FBgn0259933	Dpm2		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000385888|UniProtKB:O94777|RGD:2514	F	Dolichyl-phosphate mannosyltransferase subunit 2	CG42456|CPuORF of FBgn0035436|Dromel_CG12016_FBtr0073063_uORF	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0034774	CG13526		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F		BcDNA:AT13807|CBP8	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0046114	Gclm		GO:0030234	FB:FBrf0141591|PMID:11698394	IDA		F	Glutamate-cysteine ligase modifier subunit	4919|CG4919|DmGCLM|DmGCSl|GCSl|box|gamma-Glutamylcysteine synthetase regulatory subunit	protein	NCBITaxon:7227	20090219	FlyBase		
FB	FBgn0046114	Gclm		GO:0030234	FB:FBrf0167749|PMID:12954617	IDA		F	Glutamate-cysteine ligase modifier subunit	4919|CG4919|DmGCLM|DmGCSl|GCSl|box|gamma-Glutamylcysteine synthetase regulatory subunit	protein	NCBITaxon:7227	20090219	FlyBase		
FB	FBgn0046114	Gclm		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000329144|FB:FBgn0046114	F	Glutamate-cysteine ligase modifier subunit	4919|CG4919|DmGCLM|DmGCSl|GCSl|box|gamma-Glutamylcysteine synthetase regulatory subunit	protein	NCBITaxon:7227	20170228	GO_Central		
FB	FBgn0002772	Mlc1		GO:0030234	FB:FBrf0046016|PMID:3106119	NAS		F	Myosin alkali light chain 1	CG5596|DmMLC1|ELC|ELC2|ELC_3|LC1|MLC|MLC-ALK|Mlc-1|MlcI|Myosin|Myosin 3R alkali light chain l|Myosin Light Chain-1|Myosin alkali light chain l|Myosin light chain 1|Myosin light chain alkali|chr3R:23484557..23484663|mlcl|myosin light chain|p-MLC	protein	NCBITaxon:7227	20200521	UniProt		
UniProtKB	P0AAB6	galF		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR005774	F	"""UTP:glucose-1-phosphate uridylyltransferase, low activity"""	wcaN|yefG|b2042|ECK2036	protein	NCBITaxon:83333	20210206	InterPro		PR:P0AAB6
UniProtKB	P45464	lpoA		GO:0030234	PMID:21183073	IDA		F	outer membrane lipoprotein - activator of MrcA activity	yraM|b3147|ECK3135	protein	NCBITaxon:83333	20110121	UniProt		PR:P45464
UniProtKB	P45464	lpoA		GO:0030234	GO_REF:0000104	IEA	UniRule:UR000058578	F	outer membrane lipoprotein - activator of MrcA activity	yraM|b3147|ECK3135	protein	NCBITaxon:83333	20210206	UniProt		PR:P45464
UniProtKB	P45464	lpoA		GO:0030234	PMID:21873635	IBA	PANTHER:PTN002210975|UniProtKB:P45464	F	outer membrane lipoprotein - activator of MrcA activity	yraM|b3147|ECK3135	protein	NCBITaxon:83333	20170831	GO_Central		
UniProtKB	P0AB38	lpoB		GO:0030234	PMID:21183073	IDA		F	outer membrane lipoprotein - activator of MrcB activity	ycfM|b1105|ECK1091	protein	NCBITaxon:83333	20110121	UniProt		PR:P0AB38
UniProtKB	P0AB38	lpoB		GO:0030234	PMID:21873635	IBA	PANTHER:PTN002221028|UniProtKB:P0AB38	F	outer membrane lipoprotein - activator of MrcB activity	ycfM|b1105|ECK1091	protein	NCBITaxon:83333	20210717	GO_Central		
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:25557370	IDA		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:11063581	IDA		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:7961766	IDA		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:2874557	IDA		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:10074086	IDA		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:9209053	IMP		F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20150211	EcoCyc		PR:P0A9Z1
UniProtKB	P0A9Z1	glnB		GO:0030234	PMID:21873635	IBA	PANTHER:PTN004739388|UniProtKB:P0A9Z1|TAIR:locus:2141355	F	nitrogen regulatory protein PII-1	b2553|ECK2550	protein	NCBITaxon:83333	20211112	GO_Central		
UniProtKB	P0AC55	glnK		GO:0030234	PMID:21873635	IBA	PANTHER:PTN004739388|UniProtKB:P0A9Z1|TAIR:locus:2141355	F	Nitrogen regulatory protein GlnK	UniProtKB:P0AC55|PTN000764722	protein	NCBITaxon:83333	20211112	GO_Central		
FB	FBgn0028688	Rpn7		GO:0030234	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR035268	F	Regulatory particle non-ATPase 7	141231_at|CG5378|S10a|anon-WO0172774.103|anon-WO0172774.106|p42A	protein	NCBITaxon:7227	20221004	InterPro		
FB	FBgn0040351	CG11638		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F		CBP3|EG:BACR7A4.12	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0050378	CG30378		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F		CBP6|NEST:bs08d04	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0028695	Rpn1		GO:0030234	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR016643	F	Regulatory particle non-ATPase 1	BcDNA:LD21723|CG7762|S2|p97	protein	NCBITaxon:7227	20221026	InterPro		
FB	FBgn0001220	Hsc70-5		GO:0030234	FB:FBrf0253063|GO_REF:0000024	ISS	UniProtKB:P0CS90	F	Heat shock protein 70 cognate 5	70 kDa heat shock protein, mitochondrial 1|CG8542|HSC-70|HSC5|HSC70|HSP70m1|Heat Shock 70 kDa Protein Cognate 5|Heat shock protein cognate 5|Hsc-5|Hsc-70-5|Hsp cognate 5|Hsp-c5|Mortalin|dHSC70-5|dhsc70|heat shock protein cognate 71|l(2)k04907|mtHsc70	protein	NCBITaxon:7227	20201217	FlyBase		
FB	FBgn0033027	TpnC4		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Troponin C isoform 4	BcDNA:RH03361|CG12408|DmTnC4|DmTpnC41F|DmTpnCIIIb|TNC41F6|TnC|TnC4|TpnC IIIb|TpnC41F|TpnCIIIb|Troponin C 41F|Troponin C4|troponin C|troponin-C	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0035161	CG13898		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F		CBP7	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0050093	COX6AL		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000161400|FB:FBgn0034877|SGD:S000003159	F	Cytochrome c oxidase subunit 6A-like	CG30093|COXD|COXE|Cytochrome c oxidase Polypeptide VIA|NEST:bs02a12	protein	NCBITaxon:7227	20170228	GO_Central		
FB	FBgn0013348	TpnC41C		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Troponin C at 41C	CG2981|DmTnC1|DmTpnC41C|DmTpnCIIIa|TNC41C|TPNC|TnC|TnC1|TpnC IIIa|TpnC4|TpnC41|TpnCIIIa|TroponinC at 41C|troponin C|troponin-C	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0011273	Acam		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Androcam	And|CG17769|CalB|Calmodulin-related 97A|Camr97A|androcalmodulin|androcam	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0031692	TpnC25D		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Troponin C at 25D	BcDNA:RE53289|CG6514|DmTpnC25D|DmTpnCII|TNC25D|TnC|Tnc5|TpnC II|TpnCII|anon-EST:Posey103	protein	NCBITaxon:7227	20210716	GO_Central		
FB	FBgn0261396	Rpn3		GO:0030234	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR013586	F	Regulatory particle non-ATPase 3	3|CG10484|CG42641|DXA2_DROME|Diphenol oxidase A2|Diphenol oxidase-A2|Dox|Dox-A2|DoxA2|S3|l(2)37Bf|l(2)37Bf[+]|p58|regulatory particle nonATPase	protein	NCBITaxon:7227	20221026	InterPro		
dictyBase	DDB_G0269104	calB		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	Calmodulin-like protein		protein	NCBITaxon:44689	20210716	GO_Central		
dictyBase	DDB_G0289563	DDB_G0289563		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000549861|PomBase:SPAC29A4.05	F	EF-hand domain-containing protein		protein	NCBITaxon:44689	20210716	GO_Central		
dictyBase	DDB_G0272588	dpm2-1		GO:0030234	GO_REF:0000002	IEA	InterPro:IPR009914	F	Dolichol phosphate-mannose biosynthesis regulatory protein	dpm2-2|DDB_G0273981	protein	NCBITaxon:44689	20221109	InterPro		
dictyBase	DDB_G0272588	dpm2-1		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000385888|UniProtKB:O94777|RGD:2514	F	Dolichol phosphate-mannose biosynthesis regulatory protein	dpm2-2|DDB_G0273981	protein	NCBITaxon:44689	20210716	GO_Central		
FB	FBgn0041707	7B2		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000296977|FB:FBgn0041707|MGI:MGI:98289|WB:WBGene00011392	F	7B2	CG1168|FBgn0040073|d7B2	protein	NCBITaxon:7227	20210715	GO_Central		
FB	FBgn0036830	COX6AL2		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000161400|FB:FBgn0034877|SGD:S000003159	F	Cytochrome c oxidase subunit 6A-like 2	CG14077|VIa	protein	NCBITaxon:7227	20170228	GO_Central		
FB	FBgn0028692	Rpn2		GO:0030234	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR016642	F	Regulatory particle non-ATPase 2	11888|CG11888|PSMC1|S1|dRpn2|p110	protein	NCBITaxon:7227	20221026	InterPro		
CGD	CAL0000221677	B9J08_001610		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000001123	F			gene_product	NCBITaxon:498019	20210202	CGD		
CGD	CAL0000178137	C1_06800W_A		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000003215	F		orf19.13610|IPF14568.2|IPF18936.2|Contig4-2906_0018|orf6.5126|CA3010|CaO19.6230|RAI1|CaO19.13610|IPF14568|orf19.6230|C1_06800W_B|C1_06800W|CAWG_00733	gene_product	NCBITaxon:237561	20210202	CGD		
CGD	CAL0000178007	SSC1		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000003806	F		C2_07380W_A|orf19.9452|IPF25425.1|IPF6450.2|Contig4-2752_0006|Contig4-2752_0008|orf6.7024|CA4474|CaO19.9452|CaO19.1896|orf19.1896|C2_07380W_B|C2_07380W|CAWG_05834	gene_product	NCBITaxon:237561	20210202	CGD		
CGD	CAL0000223967	B9J08_004083		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000005096	F			gene_product	NCBITaxon:498019	20210202	CGD		
CGD	CAL0000171569	Cd36_24670		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000004874	F			gene_product	NCBITaxon:573826	20210202	CGD		
CGD	CAL0000155937	CPAR2_209150		GO:0030234	CGD_REF:CAL0121033	IEA	SGD:S000000240	F		CPAG_00159	gene_product	NCBITaxon:578454	20210202	CGD		
