assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxonParkinsonsUK-UCL	MGI:MGI:98958	Wnt5a	MGI:MGI:2679774|PMID:14557550		GO:0022008	neurogenesis	IDA			20151201	EMAPA:16974	NCBITaxon:10090
InterPro	UniProtKB:A0A287A797	NAV1	GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR039041		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A286ZXR2	ETV6	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:P97360|ensembl:ENSMUSP00000079818		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A287BKL1	CLN5	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:O75503|ensembl:ENSP00000366673		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A286ZZG3	CHAC1	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q8R3J5|ensembl:ENSMUSP00000028780		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A287BN68	GRIN2A	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:P35436|ensembl:ENSMUSP00000142900		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A287BRL8	MARCKS	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:P26645|ensembl:ENSMUSP00000090245		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RLP1	LIG4	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q8BTF7|ensembl:ENSMUSP00000093130		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RLF2	WDR62	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:O43379|ensembl:ENSP00000384792		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RKP0	PRDM6	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q3UZD5|ensembl:ENSMUSP00000089513		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A286ZIV3	XRCC5	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:P27641|ensembl:ENSMUSP00000027379		20221109		NCBITaxon:9823
InterPro	UniProtKB:I3LQQ0	NAV3	GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR039041		20221109		NCBITaxon:9823
GO_Central	UniProtKB:Q15303	ERBB4	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:9606
UniProt	UniProtKB:F7B8Z2	SPOCK1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q62288		20111104		NCBITaxon:9544
UniProt	UniProtKB:F7I1V8	SPOCK1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q62288		20111104		NCBITaxon:9483
UniProt	UniProtKB:G1N7F0	G1N7F0	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q62288		20111104		NCBITaxon:9103
FlyBase	FB:FBgn0262656	Myc	FB:FBrf0200831|PMID:17898168		GO:0022008	neurogenesis	IGI	FB:FBgn0003731		20090108		NCBITaxon:7227
FlyBase	FB:FBgn0000629	E(z)	FB:FBrf0202325|PMID:17287254		GO:0022008	neurogenesis	IMP			20080207		NCBITaxon:7227
FlyBase	FB:FBgn0039109	CG10365	FB:FBrf0253063|GO_REF:0000024		GO:0022008	neurogenesis	ISS	MGI:MGI:1916315		20150827		NCBITaxon:7227
FlyBase	FB:FBgn0262871	lute	FB:FBrf0206205|PMID:18855900		GO:0022008	neurogenesis	IMP			20100722		NCBITaxon:7227
GO_Central	FB:FBgn0262871	lute	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:7227
GO_Central	FB:FBgn0031098	Dmel\CG17068	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:7227
FlyBase	FB:FBgn0003334	Scm	FB:FBrf0202325|PMID:17287254		GO:0022008	neurogenesis	IMP			20080207		NCBITaxon:7227
FlyBase	FB:FBgn0003731	Egfr	FB:FBrf0200831|PMID:17898168		GO:0022008	neurogenesis	IGI	FB:FBgn0262656		20110203		NCBITaxon:7227
GO_Central	FB:FBgn0003731	Egfr	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:7227
FlyBase	FB:FBgn0003330	Sce	FB:FBrf0202325|PMID:17287254		GO:0022008	neurogenesis	IMP			20080207		NCBITaxon:7227
InterPro	FB:FBgn0263873	sick	FB:FBrf0174215|GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR039041		20221026		NCBITaxon:7227
FlyBase	FB:FBgn0013469	klu	FB:FBrf0218804|PMID:22745313		GO:0022008	neurogenesis	IMP			20120802		NCBITaxon:7227
FlyBase	FB:FBgn0037384	dgrn	FB:FBrf0213458|PMID:21486924		GO:0022008	neurogenesis	IGI	FB:FBgn0000591		20110707		NCBITaxon:7227
GO_Central	UniProtKB:G7N7B1	ERBB3	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:9544
GO_Central	UniProtKB:A0A7M7NMD6	A0A7M7NMD6	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:7668
GO_Central	UniProtKB:A0A7M7N2Y7	A0A7M7N2Y7	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:7668
GO_Central	UniProtKB:A0A7M7GK92	A0A7M7GK92	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:7668
GO_Central	UniProtKB:Q7PPN5	EGFR	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:7165
FlyBase	FB:FBgn0003042	Pc	FB:FBrf0202325|PMID:17287254		GO:0022008	neurogenesis	IMP			20080207		NCBITaxon:7227
FlyBase	FB:FBgn0001148	gsb	FB:FBrf0222833|PMID:23886579		GO:0022008	neurogenesis	IGI	FB:FBgn0001147		20140320		NCBITaxon:7227
FlyBase	FB:FBgn0001148	gsb	FB:FBrf0222833|PMID:23886579		GO:0022008	neurogenesis	IMP			20140320		NCBITaxon:7227
FlyBase	FB:FBgn0001147	gsb-n	FB:FBrf0222833|PMID:23886579		GO:0022008	neurogenesis	IGI	FB:FBgn0001148		20140320		NCBITaxon:7227
FlyBase	FB:FBgn0020887	Su(z)12	FB:FBrf0202325|PMID:17287254		GO:0022008	neurogenesis	IMP			20080207		NCBITaxon:7227
GO_Central	UniProtKB:G3QPD2	ERBB2	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:9595
GO_Central	UniProtKB:G3QLF7	DAGLB	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:9595
GO_Central	UniProtKB:G3QKJ1	TRAK2	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001813314|RGD:1307844|MGI:MGI:1261831|RGD:620915|RGD:68327		20220415		NCBITaxon:9595
GO_Central	UniProtKB:A0A7M7NSN5	A0A7M7NSN5	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:7668
GO_Central	UniProtKB:A0A5S6CHR3	CXCR4	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002573776|RGD:620465|ZFIN:ZDB-GENE-010614-1|MGI:MGI:109563		20220413		NCBITaxon:9615
GO_Central	UniProtKB:G3S1C7	LPAR1	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002733659|RGD:620563		20201025		NCBITaxon:9595
GO_Central	UniProtKB:G3S4A4	PRDM12	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002702901|MGI:MGI:2685844|ZFIN:ZDB-GENE-041114-172|UniProtKB:Q9H4Q4		20200808		NCBITaxon:9595
GO_Central	UniProtKB:A0A5F8GP87	ERBB3	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:13616
GO_Central	WB:WBGene00028486	Cbr-tag-30	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:6238
GO_Central	UniProtKB:F7APC3	btbd6	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:8364
UniProt	Xenbase:XB-GENE-486817	irx1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q9YGK8		20090921		NCBITaxon:8364
GO_Central	UniProtKB:A0A6I8QWW7	btbd2	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:8364
UniProt	Xenbase:XB-GENE-856460	lhx1.L	PMID:7990959		GO:0022008	neurogenesis	IMP			20070124		NCBITaxon:8355
GO_Central	Xenbase:XB-GENE-975947	btbd3	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:8364
GO_Central	Xenbase:XB-GENE-489917	cxcr4	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002573776|RGD:620465|ZFIN:ZDB-GENE-010614-1|MGI:MGI:109563		20220413		NCBITaxon:8364
UniProt	Xenbase:XB-GENE-492785	cirbp.S	PMID:16600183		GO:0022008	neurogenesis	IMP			20091201		NCBITaxon:8355
UniProt	Xenbase:XB-GENE-492785	cirbp.S	PMID:18687117		GO:0022008	neurogenesis	IMP			20091201		NCBITaxon:8355
UniProt	Xenbase:XB-GENE-492781	cirbp	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q9DED4		20091201		NCBITaxon:8364
UniProt	Xenbase:XB-GENE-6462308	rita1.L	PMID:21102556		GO:0022008	neurogenesis	IMP			20101217		NCBITaxon:8355
GO_Central	UniProtKB:A0A6I8RBN1	daglb	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:8364
InterPro	Xenbase:XB-GENE-17339533	nav1.L	GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR039041		20220314		NCBITaxon:8355
Ensembl	Xenbase:XB-GENE-478578	dner	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:A0A0R4IG30|ensembl:ENSDARP00000132214		20211127		NCBITaxon:8364
